Number Goods: 12,  Number Bidders: 100,  Number Iterations: 2000
integral util | fractional util
1.25 | 1.65
3.3 | 4.39
0 | 0.816
2.2 | 2.69
2.5 | 2.92
2.85 | 3.34
2.1 | 3.34
1.2 | 1.87
1.2 | 2.38
0 | 0.705
1 | 1.33
1.2 | 2.14
2.7 | 2.74
3.9 | 4.91
1.8 | 2.7
0.95 | 3.23
1.2 | 1.6
1.15 | 1.41
0 | 0.35
2 | 3
1.2 | 1.83
3.15 | 3.5
0 | 0.735
1.05 | 2.33
1.2 | 2.35
0 | 0.529
1.05 | 1.65
Number Goods: 12,  Number Bidders: 150,  Number Iterations: 2000
integral util | fractional util
0 | 0.87
1 | 1.81
2.3 | 2.89
2.4 | 2.83
1.25 | 2.62
1.05 | 1.16
0 | 0.72
0 | 0.417
0 | 0.7
1.3 | 2.27
1.8 | 2.05
2.2 | 2.93
2 | 2.22
2.4 | 2.59
1 | 1.9
2.3 | 3
1 | 2.57
1.3 | 1.89
0 | 0.241
1.05 | 1.31
1.2 | 1.83
1.05 | 1.31
0 | 1.05
2.5 | 2.7
1.1 | 2.01
1.1 | 1.26
0 | 0.314
1.25 | 1.62
1.1 | 1.92
1.9 | 2.21
2.3 | 2.49
0 | 0.943
1.2 | 2.26
1.15 | 1.17
2.2 | 2.6
0 | 1.09
1.15 | 1.17
0 | 1.25
1.2 | 1.5
0 | 0.957
0 | 1.1
2.2 | 2.6
2.6 | 2.74
0 | 0.816
1.9 | 2.37
2.2 | 2.23
1.2 | 1.37
2.4 | 2.55
1.25 | 1.33
2.2 | 2.59
1.05 | 1.68
1.1 | 1.12
0 | 0.146
1.2 | 2.38
0 | 0.533
0.9 | 1.37
1.05 | 1.77
2.1 | 2.26
0 | 0.92
1.15 | 1.23
1 | 1.16
1.2 | 1.55
1 | 1.52
1.1 | 1.76
1.25 | 1.63
1.9 | 2.02
1.2 | 1.55
2.2 | 3.03
0 | 0.762
1.2 | 2.18
1.2 | 1.65
2.2 | 2.55
2.2 | 2.55
0.9 | 1.63
1.2 | 1.93
0 | 0.949
2.3 | 2.33
2.2 | 2.53
0 | 0.876
0 | 1
1.15 | 2.2
0 | 0.956
0 | 1.14
1.2 | 1.37
2.3 | 2.88
1.05 | 1.6
2.5 | 2.57
1.05 | 2.7
0 | 0.551
1 | 1.38
2.1 | 2.36
1.3 | 1.9
1.1 | 1.3
1.2 | 1.39
1.1 | 1.84
1.1 | 1.84
1.05 | 1.84
0 | 0.802
2.1 | 2.67
1.25 | 2.11
0.95 | 1.52
1 | 2.3
0 | 1.09
1.3 | 1.79
1.2 | 1.83
2.2 | 2.46
1.2 | 2.35
0 | 0.836
0 | 0.511
1.15 | 1.6
0 | 0.525
0 | 0.639
1.25 | 1.91
2.1 | 2.28
1.05 | 1.9
0 | 0.92
2.4 | 3
1 | 1.32
1.05 | 1.61
1 | 1.1
0.9 | 2.22
0 | 0.457
0 | 0.751
0 | 0.399
2 | 2.54
1.8 | 2.19
2.5 | 2.81
0 | 0.457
2.5 | 3.14
1.15 | 2.27
1.15 | 2.17
2.6 | 3.49
2.2 | 2.3
2.3 | 2.45
2 | 2.89
1.2 | 1.55
1 | 1.16
2.5 | 3.61
2.4 | 2.7
0 | 0.855
2.3 | 2.89
0 | 0.385
1.9 | 1.99
1.15 | 2.25
1.5 | 2.09
2.5 | 3.56
1.3 | 1.54
1.9 | 2.55
2.3 | 2.56
2.35 | 2.92
1.2 | 2.25
1.25 | 2.16
0 | 0.863
1.9 | 1.93
2.3 | 3.28
2.2 | 2.87
0 | 1.32
1.1 | 1.22
2.5 | 3.63
0 | 0.581
2.4 | 3.06
1.25 | 1.31
1.05 | 1.31
1.1 | 1.57
2.1 | 2.21
2.5 | 2.79
2.5 | 2.72
2.4 | 2.98
2.35 | 2.44
0 | 0.249
1.1 | 2.07
1.25 | 1.31
2.3 | 2.51
0.9 | 1.57
2.2 | 2.64
0 | 0.992
0 | 0.605
1.1 | 1.9
2 | 2.48
2.6 | 2.83
0 | 0.93
1.15 | 1.55
2.2 | 2.97
1.15 | 1.62
0 | 0.237
1.15 | 1.64
2.3 | 2.33
1 | 1.13
0 | 0.901
0.95 | 1.21
2 | 2.85
0.95 | 1.35
1.25 | 1.88
1.15 | 1.47
1.05 | 2.19
1.2 | 1.41
0 | 0.605
0 | 1.11
1.25 | 1.27
2.2 | 3.22
1.15 | 2.14
2.3 | 2.98
1 | 1.2
2.4 | 3.25
2.3 | 3.12
1.15 | 1.21
2.1 | 2.52
1.15 | 1.64
2.3 | 2.96
2.1 | 2.31
0 | 0.747
0 | 0.662
0 | 0.845
0 | 0.563
1.1 | 1.22
0 | 0.856
0 | 0.902
1.15 | 1.47
3.45 | 3.51
2.3 | 2.77
1.05 | 1.31
0.95 | 1.86
2 | 2.21
1 | 1.03
1 | 1.64
0 | 0.376
1.3 | 1.37
0 | 1.22
1.1 | 2.05
0 | 0.451
0 | 0.469
3.15 | 3.28
1 | 1.43
0.85 | 0.958
1.05 | 1.13
0 | 0.837
1.25 | 1.78
1.15 | 1.9
2.2 | 2.48
1 | 2.25
1.3 | 2.03
1.8 | 2.23
1.1 | 1.65
1.15 | 2.16
1.2 | 2.16
1.2 | 1.62
2.1 | 3.13
2.2 | 3.07
0 | 1.17
0 | 0.989
0 | 0.346
2.6 | 3.77
2.4 | 2.47
1.2 | 2.16
2.5 | 3.1
1.2 | 1.62
1.05 | 1.58
1 | 1.97
0 | 0.413
2.5 | 3.19
2.4 | 2.47
1 | 1.5
0 | 0.941
1 | 1.4
1.2 | 1.89
0 | 0.571
1.1 | 2.89
1 | 1.13
2.3 | 2.85
2.6 | 2.93
1.15 | 1.53
0 | 0.375
1.15 | 2.25
2.5 | 2.82
0 | 1.1
0 | 1.12
0.9 | 0.946
1.15 | 2.25
1.25 | 1.58
1 | 1.13
2 | 2.93
0 | 0.83
0 | 0.578
0 | 1.12
1.05 | 2.16
1.3 | 1.66
1.1 | 1.4
1.15 | 2.25
1.1 | 1.24
0 | 0.345
1.25 | 1.5
1.7 | 2.26
1.2 | 1.87
0 | 1.12
1.9 | 2.4
0.95 | 1.07
2.2 | 2.35
1.15 | 2.1
2.3 | 2.76
3.15 | 3.23
