Number Goods: 46,  Number Bidders: 900,  Number Iterations: 2000
integral util | fractional util
1.3 | 1.3
0 | 0.894
0 | 0.93
1.25 | 1.43
1.15 | 2.19
0 | 0.929
1.05 | 1.45
0 | 1.67
1.15 | 1.83
0 | 0.819
0 | 1.19
0 | 1.73
0 | 1.06
1.25 | 2.33
0 | 0.892
0 | 0.701
0 | 0.93
0 | 0.992
0 | 1.07
0 | 1.04
1.15 | 1.37
0 | 1.49
0 | 0.238
1.15 | 1.86
0 | 0.439
0 | 0.97
0 | 0.629
0 | 0.358
1.1 | 1.86
1.25 | 1.91
1.2 | 2.23
1.15 | 1.4
0 | 0.496
1.3 | 1.92
1.25 | 1.91
1.25 | 1.81
1.25 | 1.73
0 | 1.21
1.3 | 2.11
1.3 | 1.67
0 | 0.595
0 | 0.801
0 | 0.85
1.2 | 1.72
0 | 0.62
1.25 | 1.49
0 | 1.12
0 | 1.25
1.3 | 1.74
1.15 | 1.48
0 | 0.838
0 | 0.687
0 | 1.24
1.25 | 1.85
0 | 0.434
0 | 0.699
1.2 | 1.54
1.25 | 1.46
1.2 | 1.83
0 | 0.682
1.3 | 1.61
1.25 | 1.43
1.3 | 1.55
1.1 | 1.73
1.2 | 2.17
0 | 0.93
0 | 0.497
0 | 1.13
1.15 | 2.08
0 | 1.95
0 | 0.868
0 | 0.992
0 | 0.298
1.3 | 1.67
1.25 | 2.09
1.15 | 2.2
1.2 | 1.49
1.2 | 1.6
0 | 0.114
1.3 | 1.98
1.15 | 1.92
0 | 0.858
1.3 | 2.36
1.25 | 1.67
1.2 | 2
0 | 1.79
0 | 1.13
1.3 | 2.48
1.3 | 2.05
0 | 0.603
1.3 | 1.43
0 | 0.515
1.2 | 1.43
1.1 | 2.05
0 | 0.614
0 | 0.329
0 | 1.14
0 | 0.93
1.3 | 2.05
0 | 0.715
1.15 | 1.26
0 | 1.05
1.2 | 1.6
0 | 0.656
0 | 0.343
0 | 0.893
0 | 1.55
0 | 0.806
0 | 0.992
1.15 | 1.54
1.15 | 1.97
0 | 0.42
1.15 | 1.62
0 | 0.656
1.3 | 1.77
0 | 0.877
0 | 1.26
1.1 | 1.42
0 | 1.19
0 | 0.434
0 | 1.04
1.25 | 1.31
0 | 0.434
0 | 1.05
0 | 0.685
1.2 | 1.72
2.5 | 2.54
1.2 | 1.89
2.3 | 2.34
0 | 0.417
0 | 0.992
0 | 1.55
0 | 0.315
0 | 1.03
1.3 | 1.92
0 | 0.856
0 | 0.775
1.15 | 1.7
1.2 | 1.77
1.25 | 1.25
0 | 1.07
0 | 0.343
1.15 | 1.43
0 | 0.834
1.3 | 1.98
1.25 | 1.31
0 | 0.744
0 | 1.04
0 | 2.03
1.25 | 1.55
1.25 | 2.03
1.15 | 1.81
0 | 0.892
1.2 | 1.49
1.3 | 1.98
0 | 0.656
1.25 | 1.37
0 | 0.775
1.15 | 1.97
0 | 0.806
0 | 0.806
1.15 | 1.37
0 | 0.775
1.3 | 2.05
1.25 | 1.46
1.3 | 1.98
1.2 | 1.26
0 | 0.238
1.3 | 1.49
1.2 | 2.23
0 | 0.903
0 | 1
1.25 | 1.25
0 | 1.19
0 | 0.893
0 | 1.05
1.3 | 2.36
0 | 0.298
1.25 | 2.21
0 | 0.629
0 | 0.682
1.3 | 1.55
1.3 | 2.11
0 | 1.05
1.2 | 1.54
1.25 | 2.15
1.2 | 1.9
1.2 | 1.37
1.1 | 1.42
1.15 | 1.48
1.15 | 1.37
0 | 1.09
1.25 | 1.67
0 | 0.687
0 | 0.434
0 | 0.947
1.2 | 1.6
1.3 | 1.55
0 | 0.744
0 | 0.485
0 | 0.806
0 | 1.07
0 | 0.868
1.1 | 1.57
0 | 0.833
0 | 0.238
1.25 | 1.37
1.3 | 1.8
0 | 0.493
0 | 0.775
0 | 1.31
1.25 | 2.09
1.2 | 1.77
1.25 | 2.09
1.3 | 1.55
1.3 | 1.93
1.3 | 1.92
0 | 0.286
0 | 0.715
1.15 | 1.86
1.25 | 1.73
0 | 0.858
0 | 1.13
1.3 | 1.43
1.2 | 1.89
1.3 | 1.92
0 | 0.656
0 | 0.11
0 | 1.61
0 | 1.03
1.3 | 1.74
0 | 1.19
0 | 0.603
1.25 | 2.03
1.25 | 1.73
0 | 0.447
1.25 | 1.85
0 | 1.04
1.2 | 1.26
1.3 | 1.36
1.25 | 1.43
1.15 | 1.88
0 | 0.572
0 | 0.126
0 | 1.19
0 | 1.09
0 | 0.806
0 | 0.656
0 | 0.458
0 | 0.119
0 | 1.26
1.25 | 1.61
0 | 0.558
1.2 | 2.17
0 | 0.62
1.3 | 1.36
0 | 0.179
0 | 0.596
0 | 0.775
1.25 | 2.11
0 | 0.744
1.25 | 2.36
0 | 0.62
0 | 1.49
0 | 0.124
0 | 0.655
1.2 | 1.83
1.15 | 1.43
1.25 | 1.74
1.25 | 1.85
0 | 0.384
0 | 0.4
0 | 0.858
1.3 | 1.36
0 | 0.992
0 | 0.568
0 | 0.944
1.2 | 1.32
1.25 | 2.27
0 | 1.12
1.2 | 1.66
1.25 | 2.15
1.05 | 1.07
0 | 0.629
0 | 0.298
1.3 | 1.67
0 | 0.877
1.3 | 2.11
1.2 | 1.79
1.2 | 1.2
0 | 0.775
1.25 | 1.91
1.25 | 1.97
0 | 1.23
0 | 1.48
0 | 0.629
0 | 0.834
1.25 | 1.85
1.25 | 1.43
0 | 0.186
0 | 1.43
0 | 0.364
1.25 | 1.91
1.25 | 1.25
0 | 0.93
0 | 1.49
0 | 0.62
1.3 | 2.17
1.3 | 1.8
0 | 1.05
1.3 | 2.36
0 | 1.2
0 | 1.14
1.3 | 1.92
1.05 | 1.4
0 | 0.768
1.2 | 1.49
0 | 0.715
0 | 0.496
1.3 | 1.67
0 | 0.687
1.1 | 1.63
0 | 0.775
0 | 1.14
0 | 0.558
0 | 0.774
1.3 | 2
0 | 0.993
1.3 | 1.35
1.25 | 2.15
0 | 0.4
0 | 0.238
0 | 0.558
0 | 0.493
1.25 | 1.46
1.1 | 1.75
1.25 | 1.25
0 | 0.801
0 | 0.417
1.2 | 1.26
0 | 1.37
0 | 1.55
0 | 1.59
1.2 | 1.26
0 | 1.13
0 | 0.558
1.2 | 1.43
1.25 | 1.67
0 | 0.915
1.3 | 1.68
0 | 0.458
1.3 | 1.8
1.15 | 1.75
1.3 | 1.98
0 | 2.23
1.15 | 1.75
0 | 0.536
1.25 | 1.31
0 | 0.343
0 | 0.799
0 | 1.18
0 | 0.774
0 | 0.536
0 | 0.744
0 | 1.07
1.3 | 2.17
0 | 0.715
1.2 | 1.28
1.2 | 2.29
1.15 | 2.23
1.2 | 1.54
0 | 1.18
1.25 | 1.28
1.25 | 1.85
0 | 1.49
1.3 | 1.43
1.05 | 1.45
1.3 | 1.49
1.2 | 1.72
0 | 0.229
0 | 0.476
1.3 | 1.67
0 | 0.682
1.3 | 2.13
0 | 0.858
0 | 0.477
0 | 0.372
1.25 | 1.79
0 | 2.2
1.25 | 1.86
1.3 | 1.36
1.3 | 1.55
1.25 | 2.03
1.15 | 1.67
1.25 | 2.03
1.3 | 1.81
0 | 0.806
0 | 0.839
0 | 0.744
0 | 1.3
1.2 | 1.67
1.2 | 1.72
0 | 0.973
1.2 | 1.77
0 | 1.3
1.25 | 1.73
1.25 | 1.55
0 | 0.775
1.2 | 1.37
1.15 | 1.15
0 | 0.536
1.2 | 1.89
1.25 | 2.21
1.3 | 2.19
0 | 0.472
0 | 1.91
0 | 0.915
1.25 | 1.61
0 | 0.734
1.15 | 1.71
1.3 | 2.11
0 | 0.603
0 | 0.775
0 | 0.274
0 | 0.62
0 | 0.62
0 | 0.417
0 | 0.954
0 | 0.93
1.25 | 1.97
0 | 0.548
0 | 1.49
0 | 0.458
1.2 | 1.37
0 | 1.01
1.25 | 1.73
0 | 0.744
1.3 | 2.48
1.25 | 2.26
1.3 | 1.55
0 | 0.764
0 | 0.458
1.2 | 1.55
1.3 | 1.86
1.25 | 1.37
1.25 | 1.79
0 | 0.186
0 | 1.07
0 | 0.744
0 | 1.03
1.3 | 1.74
0 | 1.18
1.25 | 1.43
1.25 | 1.97
1.25 | 1.79
1.25 | 2.09
1.2 | 1.26
1.25 | 1.43
0 | 0.877
1.2 | 1.89
0 | 0.682
1.15 | 1.92
0 | 1.95
1.25 | 1.91
1.25 | 1.79
1.15 | 1.81
0 | 0.682
0 | 0.655
0 | 0.457
0 | 0.774
0 | 0.915
0 | 0.656
0 | 1.07
0 | 0.757
1.25 | 2.3
0 | 1.1
0 | 0.713
1.25 | 2.03
0 | 1.54
1.15 | 2.03
0 | 1.66
0 | 1.18
0 | 0.903
1.2 | 1.37
0 | 0.687
0 | 0.894
0 | 0.248
1.25 | 2.48
0 | 0.248
0 | 0.775
1.2 | 1.54
0 | 0.629
1.1 | 1.36
1.15 | 2.03
0 | 0.372
1.25 | 1.55
0 | 0.715
1.3 | 2.42
0 | 0.536
1.25 | 2.2
1.25 | 2.11
1.25 | 1.49
1.2 | 2.06
1.2 | 1.32
0 | 1.77
0 | 0.219
1.2 | 1.66
0 | 0.401
1.25 | 1.61
1.25 | 1.97
0 | 1.32
0 | 1.24
1.25 | 1.49
0 | 0.62
0 | 1.48
0 | 0.656
0 | 1.13
1.25 | 1.25
0 | 0.4
1.3 | 1.8
0 | 0.789
0 | 0.596
1.25 | 1.98
0 | 0.536
1.25 | 2.03
0 | 0.496
0 | 0.915
0 | 0.629
0 | 0.834
1.15 | 1.31
0 | 0.524
1.3 | 2.05
1.1 | 1.31
0 | 0.596
0 | 0.954
0 | 0.603
0 | 0.558
0 | 1.12
1.25 | 2.09
0 | 0.629
0 | 0.715
0 | 0.894
1.25 | 1.79
1.15 | 2.3
0 | 0.744
1.2 | 1.79
0 | 1.84
0 | 0.384
0 | 0.744
1.2 | 2.03
1.15 | 1.31
0 | 0.806
0 | 0.179
0 | 1.54
0 | 0.834
0 | 0.596
0 | 1.91
0 | 0.775
0 | 1.15
0 | 0.581
0 | 0.417
0 | 1.03
1.15 | 2.03
1.15 | 1.21
1.2 | 2.26
1.25 | 1.79
0 | 0.434
0 | 0.417
0 | 0.4
1.25 | 1.43
1.25 | 1.97
1.3 | 1.36
1.25 | 1.93
1.3 | 1.74
1.2 | 1.6
0 | 0.493
0 | 0.993
1.25 | 1.31
0 | 1.97
0 | 0.558
1.15 | 1.86
1.25 | 1.73
1.2 | 1.72
0 | 0.379
0 | 0.524
1.25 | 1.79
1.25 | 1.31
0 | 0.93
1.1 | 1.73
0 | 0.656
0 | 0.953
1.1 | 1.47
0 | 0.801
1.3 | 1.58
0 | 0.967
0 | 0.868
1.2 | 1.49
1.15 | 2.03
1.25 | 1.85
0 | 1.07
1.25 | 1.98
0 | 0.893
0 | 0.987
1.25 | 1.73
0 | 0.877
0 | 0.493
0 | 1.14
0 | 0.238
0 | 1.25
1.2 | 1.43
0 | 1
1.2 | 1.49
0 | 1.14
1.2 | 1.32
1.25 | 1.67
1.3 | 1.55
1.3 | 1.64
0 | 0.877
0 | 0.457
0 | 1.66
1.25 | 1.45
1.3 | 1.96
0 | 0.396
0 | 0.767
1.25 | 2.05
0 | 0.712
1.15 | 1.26
0 | 1.15
1.15 | 1.84
0 | 0.945
0 | 0.438
1.3 | 1.96
1.2 | 1.82
0 | 0.945
1.2 | 2.33
0 | 0.228
1.3 | 2.2
0 | 1.01
0 | 0.679
0 | 0.932
1.25 | 1.83
1.15 | 1.68
0 | 0.712
0 | 1.03
1.25 | 1.26
0 | 0.998
0 | 1.01
0 | 0.913
0 | 1.17
0 | 0.97
0 | 0.942
1.3 | 2.2
0 | 0.97
0 | 0.63
0 | 0.653
1.25 | 1.71
0 | 0.626
1.3 | 1.31
1.3 | 1.42
0 | 0.84
0 | 0.571
0 | 1.01
1.2 | 1.26
1.3 | 2.02
0 | 0.735
0 | 1.14
0 | 0.735
0 | 1.25
0 | 0.285
1.3 | 1.83
1.15 | 1.68
1.3 | 1.9
1.25 | 1.6
0 | 1.01
1.2 | 1.59
0 | 0.653
0 | 0.416
1.3 | 1.97
0 | 1.19
0 | 0.767
1.1 | 1.49
0 | 0.402
0 | 0.416
0 | 0.589
0 | 0.986
0 | 0.416
0 | 0.788
1.15 | 1.94
0 | 1.08
0 | 0.696
0 | 0.342
1.1 | 1.59
1.2 | 1.42
1.3 | 2.31
0 | 0.913
1.2 | 1.26
1.3 | 1.78
0 | 0.822
1.3 | 2.26
1.3 | 2.04
0 | 1.03
1.2 | 2.07
0 | 1.14
1.2 | 1.96
0 | 0.396
0 | 0.945
0 | 0.594
0 | 1.06
1.2 | 2.03
0 | 1.25
1.3 | 2.02
1.2 | 1.81
0 | 0.712
0 | 1.13
0 | 0.342
0 | 0.998
1.3 | 1.42
1.25 | 1.48
0 | 0.911
0 | 0.986
0 | 1.6
1.25 | 1.88
1.2 | 1.48
1.25 | 2.05
0 | 1.05
0 | 1.01
1.3 | 1.31
0 | 1.05
1.2 | 1.7
0 | 1.16
1.15 | 1.64
1.3 | 1.84
0 | 1.01
1.25 | 2.05
1.1 | 1.56
1.15 | 1.98
0 | 0.987
0 | 0.274
0 | 0.677
1.25 | 1.4
1.3 | 1.66
0 | 0.998
0 | 0.986
0 | 1.14
0 | 0.525
1.1 | 1.71
0 | 0.932
1.25 | 1.88
0 | 1.19
1.1 | 1.21
1.2 | 1.48
1.3 | 1.54
1.3 | 2.43
1.3 | 1.37
0 | 0.438
0 | 0.626
1.3 | 1.84
1.25 | 1.42
0 | 0.822
1.2 | 1.32
0 | 0.653
0 | 0.41
1.25 | 1.66
0 | 0.653
1.15 | 1.58
1.3 | 1.31
0 | 0.856
0 | 0.742
0 | 0.653
0 | 0.4
0 | 0.171
1.2 | 1.81
0 | 0.83
0 | 0.742
1.3 | 2.32
0 | 1.16
0 | 0.471
0 | 1.22
1.2 | 1.48
1.3 | 1.88
0 | 0.534
0 | 0.913
0 | 0.381
0 | 0.679
0 | 1.13
0 | 0.87
1.2 | 1.37
0 | 0.144
0 | 0.89
0 | 0.712
0 | 0.712
1.25 | 2.28
0 | 0.658
0 | 1.07
0 | 0.493
0 | 1.32
0 | 0.201
0 | 0.578
1.25 | 2.05
1.3 | 1.47
0 | 1.2
0 | 0.594
1.25 | 2.28
1.15 | 1.47
1.15 | 1.16
0 | 0.822
0 | 1.42
0 | 0.658
1.25 | 1.83
1.25 | 1.37
0 | 1.2
1.25 | 1.71
1.3 | 2.02
0 | 0.514
0 | 0.167
0 | 1.04
0 | 0.767
1.2 | 2.08
1.2 | 1.7
0 | 0.685
0 | 0.679
1.3 | 1.78
0 | 0.653
1.25 | 1.83
1.3 | 1.72
1.2 | 1.45
1.15 | 1.84
0 | 0.368
1.25 | 1.37
0 | 0.171
1.25 | 2.28
1.15 | 2.25
0 | 1.03
0 | 1.13
1.25 | 1.83
1.25 | 1.83
1.3 | 2.14
0 | 1.48
1.2 | 1.26
0 | 0.653
0 | 0.782
1.25 | 2.04
0 | 1.14
0 | 0.658
0 | 0.877
1.25 | 1.93
1.3 | 1.37
0 | 0.228
1.2 | 1.81
1.25 | 1.26
1.25 | 1.77
0 | 0.788
1.2 | 1.64
0 | 1.03
1.3 | 2.2
0 | 1.04
1.25 | 1.71
1.25 | 1.48
1.3 | 1.31
1.1 | 1.66
0 | 1.37
1.2 | 1.92
1.25 | 1.66
1.25 | 1.37
0 | 0.788
0 | 0.998
1.2 | 1.48
0 | 0.594
0 | 1.37
1.25 | 2.28
0 | 0.831
1.25 | 1.31
0 | 0.329
1.2 | 1.21
1.2 | 2.01
0 | 0.329
0 | 0.614
1.25 | 1.94
0 | 1.03
0 | 0.514
0 | 0.658
0 | 0.164
1.25 | 1.51
0 | 0.274
0 | 0.959
1.3 | 1.78
0 | 0.628
0 | 0.416
1.25 | 1.88
1.1 | 1.31
1.15 | 1.47
0 | 0.788
0 | 0.67
1.3 | 1.37
1.15 | 1.52
1.25 | 1.71
1.3 | 1.9
0 | 0.297
1.3 | 1.37
0 | 1.08
0 | 1.13
1.25 | 1.26
0 | 1.14
0 | 0.4
0 | 1.13
1.25 | 1.93
1.2 | 2.08
1.25 | 2.34
1.3 | 1.9
0 | 0.986
0 | 0.416
0 | 0.274
1.25 | 1.43
1.25 | 1.94
0 | 0.571
1.25 | 1.66
1.25 | 2.02
1.3 | 2.02
1.3 | 1.48
0 | 0.822
1.3 | 2.02
1.25 | 1.6
1.25 | 1.48
0 | 0.465
1.1 | 1.81
0 | 1.01
0 | 0.534
0 | 1.77
0 | 0.954
0 | 0.831
1.2 | 1.42
0 | 0.89
1.15 | 1.21
0 | 1.05
1.2 | 1.7
1.25 | 2.05
0 | 0.856
1.25 | 1.71
1.2 | 1.7
1.1 | 2.06
1.2 | 1.37
0 | 0.97
0 | 1.71
1.3 | 1.66
0 | 0.877
0 | 1.77
0 | 1.16
1.2 | 1.42
1.25 | 1.48
0 | 1.1
1.3 | 1.31
1.15 | 1.63
0 | 0.335
1.3 | 1.9
1.25 | 2.21
0 | 0.349
0 | 0.399
1.1 | 1.23
1.3 | 1.37
0 | 0.525
1.3 | 2.32
1.15 | 2.15
1.15 | 1.94
1.25 | 1.87
1.3 | 1.48
0 | 0.475
0 | 0.856
1.2 | 1.64
0 | 0.37
0 | 0.457
0 | 0.603
1.25 | 1.77
1.25 | 1.71
0 | 0.475
1.2 | 1.21
1.2 | 2.19
0 | 0.285
0 | 0.4
1.25 | 1.37
0 | 0.329
1.3 | 1.42
0 | 0.658
0 | 1.19
0 | 0.382
1.25 | 1.71
0 | 0.658
0 | 0.986
1.3 | 2.08
0 | 0.989
1.1 | 1.41
1.2 | 1.85
1.25 | 1.6
1.25 | 1.45
0 | 0.615
1.25 | 1.88
0 | 0.97
0 | 1.08
1.25 | 1.48
1.25 | 1.94
1.3 | 1.57
0 | 1.25
1.25 | 2.34
1.25 | 1.26
1.3 | 2.16
1.2 | 1.21
0 | 0.742
1.15 | 1.94
0 | 0.473
1.2 | 1.26
0 | 0.968
1.2 | 2.19
0 | 1.6
1.3 | 1.45
1.25 | 1.34
0 | 0.493
1.15 | 1.21
0 | 0.95
0 | 0.274
0 | 0.658
0 | 0.712
0 | 0.712
0 | 0.274
1.25 | 1.66
1.25 | 1.28
0 | 0.963
1.25 | 1.94
0 | 0.438
1.3 | 2.08
0 | 1.01
1.25 | 2.4
1.25 | 1.77
1.3 | 2.2
1.05 | 1.15
1.3 | 1.6
0 | 0.822
0 | 1.01
1.25 | 1.94
0 | 0.89
1.25 | 1.88
0 | 1.59
1.25 | 1.59
1.3 | 1.72
0 | 1.1
0 | 1.26
0 | 1.63
0 | 0.913
1.25 | 2.19
0 | 1.75
1.2 | 2.14
0 | 0.89
1.2 | 1.64
1.3 | 1.72
0 | 0.799
1.3 | 1.84
0 | 1.07
0 | 1.13
0 | 0.856
1.15 | 1.41
0 | 0.285
0 | 0.502
1.2 | 1.48
0 | 0.493
1.3 | 1.37
0 | 1.54
0 | 0.524
0 | 0.628
1.2 | 1.86
0 | 1.26
1.25 | 1.4
0 | 0.594
1.2 | 1.26
0 | 0.893
1.25 | 1.94
1.2 | 1.32
0 | 0.384
1.3 | 2.14
1.3 | 2.26
0 | 0.438
1.25 | 1.66
0 | 0.893
0 | 1.2
0 | 0.754
1.2 | 1.86
0 | 1.15
1.25 | 1.84
0 | 0.712
1.25 | 1.88
1.15 | 2
0 | 0.968
1.3 | 1.66
1.25 | 1.43
1.1 | 1.21
0 | 0.932
0 | 0.913
1.25 | 1.88
0 | 0.534
1.25 | 2.05
0 | 0.712
1.3 | 2.02
0 | 1.05
1.25 | 1.94
0 | 0.114
1.2 | 1.26
0 | 0.407
1.25 | 1.6
0 | 0.987
1.25 | 1.81
0 | 1.25
0 | 0.877
1.3 | 1.78
0 | 1.15
1.2 | 1.75
0 | 1.66
1.25 | 2.17
1.2 | 1.75
1.25 | 1.71
1.25 | 1.77
1.3 | 1.96
0 | 0.525
0 | 1.21
1.15 | 1.52
0 | 0.382
0 | 1.03
0 | 1.98
1.3 | 1.91
0 | 0.767
0 | 0.97
1.15 | 1.79
0 | 0.452
0 | 0.438
1.3 | 2.32
0 | 0.703
0 | 1.03
1.25 | 2.43
0 | 0.726
1.2 | 1.48
1.3 | 1.42
0 | 1.78
1.3 | 1.9
1.15 | 1.68
0 | 1.07
0 | 1.14
0 | 1.42
0 | 0.863
0 | 0.95
0 | 0.95
0 | 0.653
1.3 | 2.2
1.3 | 2.37
1.25 | 1.88
1.25 | 1.77
1.25 | 1.83
0 | 1.04
1.3 | 2.12
1.25 | 1.71
1.3 | 1.6
1.15 | 2.15
0 | 0.228
0 | 0.89
0 | 1.21
1.15 | 1.86
0 | 1.05
1.15 | 1.26
1.15 | 1.47
0 | 2.14
0 | 1.42
1.25 | 1.6
1.15 | 1.84
0 | 1.08
0 | 1.19
1.15 | 1.37
0 | 1.04
0 | 1.26
1.2 | 1.23
0 | 1.08
1.3 | 1.66
0 | 0.799
0 | 1.15
1.25 | 1.26
1.15 | 2
0 | 1.03
0 | 0.384
0 | 1
0 | 0.803
1.2 | 1.92
0 | 1.19
0 | 0.685
0 | 0.219
1.25 | 1.83
0 | 0.815
1.2 | 1.7
1.25 | 1.48
1.2 | 1.39
1.25 | 2
0 | 1.26
1.25 | 2.11
0 | 0.893
0 | 0.95
0 | 1.25
1.25 | 1.66
1.3 | 2.18
1.25 | 2.17
1.25 | 2.05
1.25 | 1.31
0 | 0.877
0 | 1.31
0 | 1.26
0 | 1.14
0 | 1.03
0 | 1.2
0 | 1.08
0 | 1.25
0 | 1.04
0 | 1.26
1.3 | 1.84
0 | 0.893
1.3 | 1.31
1.25 | 2.11
1.25 | 1.71
0 | 1.13
1.3 | 1.66
0 | 1.48
0 | 0.89
0 | 0.178
0 | 0.831
0 | 0.164
1.3 | 1.78
1.25 | 1.3
0 | 0.945
1.25 | 1.88
0 | 1.13
1.15 | 1.42
0 | 0.761
1.25 | 2.17
0 | 0.767
0 | 1.13
0 | 1.19
1.25 | 1.83
1.3 | 1.31
1.15 | 1.52
1.25 | 1.54
1.25 | 1.37
0 | 0.683
0 | 1.19
1.2 | 1.59
1.1 | 1.89
1.25 | 1.83
1.25 | 1.96
0 | 0.473
1.3 | 1.66
0 | 1.15
0 | 0.658
1.25 | 2.05
1.3 | 1.54
1.2 | 1.37
1.1 | 1.51
1.25 | 1.88
1.05 | 1.15
1.3 | 1.72
1.1 | 1.96
1.2 | 1.7
0 | 0.356
0 | 0.822
0 | 0.893
1.15 | 1.84
0 | 0.416
1.25 | 1.36
1.2 | 2.19
1.2 | 1.42
0 | 0.4
0 | 0.285
1.25 | 2
1.3 | 2.26
0 | 0.925
1.15 | 1.21
0 | 1.1
