Number Goods: 12,  Number Bidders: 150,  Number Iterations: 2000
integral util | fractional util
0 | 0.843
1.25 | 2.2
2.3 | 2.72
0 | 0.973
1.2 | 2.05
2.5 | 2.57
1.2 | 1.3
1.15 | 2.19
2.4 | 3.16
1.05 | 1.68
0 | 0.815
1.15 | 1.95
1.15 | 2.22
1.05 | 1.15
3.15 | 3.17
0.95 | 0.993
2.4 | 2.65
2 | 2.04
1.9 | 2.1
0 | 0.64
1.2 | 1.35
2.5 | 2.92
1.1 | 1.7
0 | 1.01
0.95 | 1.68
1.2 | 1.24
1.9 | 2.47
0 | 1.53
2.3 | 2.53
1.05 | 1.99
1.05 | 1.7
0 | 0.966
0 | 0.964
1.3 | 1.32
1.15 | 1.5
0 | 0.203
2.5 | 2.87
1.1 | 1.83
0 | 0.665
2.5 | 3.19
1 | 1.75
0 | 0.871
2.3 | 2.86
2.4 | 2.74
0 | 0.642
1.2 | 1.76
0.9 | 1.08
2 | 2.41
0.9 | 1.05
0.9 | 1.27
1.05 | 2.09
2.3 | 2.84
2.3 | 3.07
2.4 | 3.15
1.1 | 1.69
1.1 | 1.61
2 | 2.07
1.2 | 2.02
1.2 | 1.95
1.15 | 1.76
Number Goods: 24,  Number Bidders: 50,  Number Iterations: 2000
integral util | fractional util
6.3 | 7.66
17.6 | 19.6
11 | 11.5
13.3 | 15.2
14 | 15.4
7.8 | 8.95
8.75 | 9.03
5 | 6.18
5.25 | 5.37
12 | 14.1
10 | 10.7
6.25 | 7.14
12.3 | 13.5
4.8 | 4.86
13.2 | 13.3
7.1 | 8.53
10.8 | 11.4
6.25 | 7.09
15.4 | 16
7.35 | 8.35
13 | 14
21.2 | 22.1
3.8 | 4.57
16.8 | 17.1
8 | 8.21
7.7 | 7.74
6.25 | 6.93
4.2 | 5.02
13.4 | 15.5
15.6 | 17.6
9.2 | 9.32
15.5 | 16.2
4.6 | 4.66
9.85 | 10.6
11.6 | 12.3
12 | 13.2
13.2 | 13.7
14.3 | 14.5
16.8 | 17
10.7 | 12.3
8.8 | 10.2
8.8 | 9.12
12 | 12
6.6 | 7.15
7.5 | 8.18
10.2 | 10.3
7.5 | 8.17
10.4 | 10.8
3.6 | 4.48
13.8 | 14.8
6.25 | 7.49
2.4 | 2.6
11.5 | 12
12 | 12.9
8.05 | 8.46
5.25 | 5.32
8.1 | 8.69
13 | 14.2
12.6 | 13.3
2.4 | 2.88
2.7 | 2.98
13.8 | 14.6
17.5 | 19
16.4 | 18
8.4 | 8.86
13.8 | 14.3
6.9 | 7.2
9.2 | 9.49
1.05 | 1.75
10.3 | 11.5
14.2 | 15.2
14.7 | 15.2
6.6 | 7.24
3.9 | 5.21
15 | 15.1
14.6 | 15.3
9.45 | 10.5
17.1 | 18
15.6 | 17.5
13 | 14.2
9.9 | 10.6
7.6 | 8.71
11 | 11
16.9 | 17.6
18 | 19
6 | 6.52
8.75 | 9.95
11.7 | 12.9
6.6 | 8.27
11.5 | 12.5
7.8 | 8.26
10.7 | 12
8.75 | 9.21
15.7 | 17
7.4 | 9.9
9.1 | 9.96
4.2 | 4.97
11.6 | 12.4
14.4 | 15
12.6 | 13.5
