Number Goods: 24,  Number Bidders: 250,  Number Iterations: 2000
integral util | fractional util
1.2 | 2.53
3.15 | 3.54
2.1 | 2.21
2.3 | 3.15
1.2 | 1.61
3.6 | 4.24
1.2 | 2.02
1.25 | 2.22
2.5 | 3.53
0 | 0.464
2.5 | 2.64
1.15 | 1.77
1.1 | 1.47
3.3 | 3.83
2.6 | 3.46
2.5 | 2.78
1.25 | 2
2.3 | 3.21
2.6 | 2.75
2.2 | 2.22
1.2 | 2.23
0 | 0.878
1.25 | 2.41
2.4 | 2.77
1.2 | 2.1
1.2 | 1.54
2.3 | 3.4
0 | 0.482
1.1 | 1.93
2.6 | 2.76
0 | 0.536
1.15 | 1.77
0 | 0.618
0 | 1.07
2.4 | 3.02
2.5 | 2.64
1.25 | 2.42
0 | 1.15
2.5 | 3.35
0 | 1.02
2.5 | 2.79
1.2 | 1.34
2.5 | 3.5
2.5 | 3.48
2.4 | 3.14
2.4 | 2.83
3.75 | 4.01
1.05 | 1.74
2.4 | 3.36
2.3 | 2.54
2.2 | 2.88
2.4 | 3.75
2.4 | 3.01
2.6 | 3.19
2.5 | 3.49
2.2 | 2.76
2.3 | 3.02
2.4 | 2.65
1.2 | 1.36
1.25 | 2.13
0 | 0.996
3.9 | 4.41
2.1 | 2.31
2.45 | 2.73
1.3 | 1.54
0 | 0.876
0 | 0.39
0 | 1.21
1 | 1.67
3.45 | 3.72
1.3 | 2.09
0 | 0.744
2.4 | 3.2
2.5 | 2.53
0 | 0.983
1.2 | 2.08
0 | 1.02
0 | 1.06
1.2 | 2.33
1.2 | 1.48
1.25 | 2.01
1.25 | 1.82
2.5 | 3.48
1.15 | 3.14
3.9 | 4
1.3 | 1.62
2.6 | 3.01
3.45 | 3.98
2.2 | 2.64
0 | 0.634
1.1 | 2.03
1 | 1.41
0 | 0.921
2.4 | 2.95
1.1 | 1.21
1.25 | 1.44
3.4 | 3.97
2.5 | 2.89
1 | 1.18
2.1 | 2.75
2.6 | 3.01
2.5 | 2.75
2.5 | 3.06
0 | 0.983
2.4 | 3.51
1.25 | 1.86
1.25 | 1.76
0 | 1.11
3 | 3.49
1.1 | 2.33
0 | 0.53
2.2 | 2.7
2.5 | 2.98
0 | 1.01
2.5 | 2.84
1.15 | 1.52
0 | 1.06
3.45 | 3.54
1.2 | 2.13
1.2 | 2.23
2.5 | 3.59
0 | 1.82
1.3 | 2.2
1.2 | 1.9
2.4 | 3.06
2.5 | 2.53
2.6 | 3.22
2.5 | 2.86
1.2 | 2.2
0 | 1.16
2.6 | 3.21
0 | 0.847
1.25 | 1.44
1.3 | 2.17
2.5 | 3.21
2.4 | 3.17
2.1 | 2.22
1.15 | 2.11
2.5 | 2.97
1.25 | 1.9
2.5 | 3.38
3 | 3.64
3.9 | 4.32
2.2 | 3.01
0 | 1.01
1.15 | 2.93
1.2 | 2.2
1.15 | 3.15
1.25 | 1.8
2.4 | 3.38
3.15 | 3.76
2.4 | 2.66
0 | 0.919
2.25 | 3.17
2.5 | 2.95
2.6 | 2.84
0 | 0.833
1.05 | 1.56
0 | 1.16
2.6 | 3.16
2.1 | 2.57
2.3 | 2.42
2.4 | 2.98
3.9 | 4.47
1.1 | 1.46
0 | 0.186
2.5 | 3.24
1.2 | 1.68
0 | 0.304
1.2 | 2.22
1.25 | 2.22
2.1 | 2.33
1.25 | 2.2
2.1 | 2.56
0 | 0.523
0 | 0.557
3.15 | 3.34
2.5 | 2.55
1.3 | 1.49
1.05 | 1.3
3.75 | 3.97
0 | 0.831
2.1 | 2.48
2.3 | 3.56
1.1 | 1.3
1.15 | 2.23
1.25 | 1.88
2.5 | 2.84
1.1 | 1.67
0 | 0.629
1.15 | 2.25
3.6 | 3.72
3.75 | 3.96
3.6 | 3.96
1.15 | 2.43
3.75 | 3.87
1.15 | 1.82
1.25 | 2.05
2.6 | 2.99
1.15 | 2.14
1.25 | 2.2
1.3 | 1.98
1.05 | 1.49
1.1 | 1.4
1.25 | 1.7
1.2 | 1.69
1.2 | 1.53
1.3 | 3.74
1.15 | 1.63
1.3 | 1.37
0 | 0.708
2.3 | 2.75
1.25 | 2.22
1.25 | 2.4
3.75 | 4.19
1.1 | 2.33
3.75 | 4.11
0 | 0.389
1.25 | 2.2
1.1 | 1.95
2.2 | 2.97
0 | 1.26
0 | 0.715
1.25 | 1.42
1.25 | 2.01
2.3 | 2.86
0 | 0.454
1.2 | 1.59
0 | 0.638
0.95 | 1.47
1.25 | 2.1
1 | 1.78
1.15 | 1.63
2 | 2.65
1.25 | 2.01
2.3 | 3.13
1.25 | 2.12
1.15 | 1.52
2.2 | 2.79
3.15 | 3.44
1.8 | 1.82
1.15 | 1.27
0 | 0.221
1.15 | 1.71
1.15 | 2.04
2.5 | 2.96
1.1 | 1.66
3.6 | 4.07
2.3 | 2.51
2.6 | 3.89
2.4 | 2.76
2.3 | 2.83
2.1 | 3.08
0 | 0.655
2.2 | 2.5
0 | 0.76
3.9 | 4.32
2.4 | 2.98
1.2 | 1.28
1.2 | 1.21
1.1 | 2.05
2.4 | 3.28
0 | 0.708
2.3 | 3.02
2.3 | 2.74
2.5 | 3.74
2.3 | 2.34
1.3 | 1.82
0 | 1.15
2.3 | 3.37
1.2 | 1.62
1.05 | 2.23
2.4 | 2.43
1 | 1.41
2.4 | 3.36
1.05 | 1.95
1.05 | 1.52
1.15 | 1.26
2.4 | 3.57
3.3 | 3.46
3.3 | 3.36
2.3 | 2.34
2.3 | 3.36
0 | 1.44
2.5 | 3.62
1.25 | 2.09
0 | 0.775
1.1 | 1.39
2.5 | 3.68
0 | 1.16
1.2 | 1.41
1.15 | 1.51
1.15 | 1.32
0 | 1.22
