Number Goods: 24,  Number Bidders: 400,  Number Iterations: 2000
integral util | fractional util
0 | 0.338
0 | 0.628
0 | 0.494
0 | 0.871
0 | 0.745
1.2 | 1.42
1.25 | 1.47
1.15 | 1.17
1.1 | 1.34
0 | 0.684
0 | 0.227
2.3 | 2.35
0 | 0.713
0 | 0.743
1.15 | 2.1
0 | 0.901
2.3 | 2.44
0 | 0.827
1.15 | 1.35
0 | 1.16
0 | 2.16
1.05 | 1.69
2.2 | 2.38
0 | 0.977
0 | 0.976
1.3 | 1.32
0 | 0.864
0 | 0.476
0 | 0.623
1.05 | 2.04
1.3 | 1.32
0 | 0.715
0 | 0.738
1.05 | 1.41
1.15 | 1.17
1.15 | 1.18
1.25 | 1.69
1.2 | 1.67
1.25 | 1.74
0 | 0.933
0 | 1.1
1.15 | 2.11
1.2 | 1.3
1.2 | 1.88
1.2 | 1.42
1.25 | 2.48
1.15 | 1.62
1.25 | 1.96
1.25 | 1.69
0 | 1.02
0 | 0.924
0 | 1.15
0 | 0.713
1.3 | 1.67
0 | 1.01
0 | 0.555
1.3 | 1.46
1.1 | 1.59
0 | 0.697
0 | 0.878
1.15 | 1.93
1.1 | 1.77
1.15 | 2.1
1.15 | 1.48
0 | 0.939
1.2 | 2.45
1.2 | 2.2
0 | 2.23
1.2 | 2.12
1.1 | 1.13
1.05 | 1.59
1.1 | 1.71
0 | 1.67
1.2 | 2.12
1.2 | 1.24
1.15 | 1.43
1.15 | 1.8
0.9 | 1.02
1.2 | 2.19
1.1 | 1.66
0 | 0.772
0 | 1.03
0 | 0.944
1.2 | 1.76
1.25 | 2.09
1.25 | 2.1
0 | 0.958
0 | 0.472
1.25 | 2.48
1.25 | 2.21
1.2 | 2
1.25 | 2.43
0 | 0.649
0 | 1.01
1.3 | 1.76
1.15 | 1.19
1.1 | 1.42
0 | 1.05
0 | 0.684
1.2 | 1.43
0 | 1.14
0 | 1.27
1.25 | 1.4
1 | 1.8
0.95 | 1.53
0 | 0.997
0 | 0.868
1.2 | 1.35
1.15 | 1.67
1.15 | 1.55
0 | 0.357
0 | 0.449
1.3 | 1.81
1.15 | 1.68
1.1 | 1.13
1.25 | 2.35
1.15 | 1.48
0 | 0.331
1.25 | 2.35
1.3 | 1.41
0 | 0.416
0 | 0.632
1.15 | 1.18
1.2 | 2.19
0 | 0.389
0 | 1.05
0 | 0.901
0.9 | 1.72
1.25 | 2.06
0 | 0.872
1.2 | 1.24
0 | 1
1.2 | 2.11
1.1 | 2.18
1.25 | 1.61
1.05 | 1.24
1.3 | 2.51
0 | 0.837
0 | 0.946
1.2 | 1.62
1.25 | 2.01
1.2 | 2.06
2.4 | 2.59
1.15 | 1.68
1.15 | 1.17
0 | 0.977
1.15 | 1.72
1.2 | 1.35
0 | 0.335
1.15 | 2.02
1.15 | 1.8
2.2 | 2.36
0 | 1.42
1.25 | 1.89
1.2 | 2.1
0 | 0.632
1.1 | 1.13
1.2 | 1.28
0 | 1.02
1.3 | 2.58
1.2 | 1.61
1.15 | 1.8
0 | 0.283
2.4 | 2.45
0 | 0.71
1.05 | 1.08
1.15 | 1.17
1.3 | 2.42
0 | 0.649
0 | 0.732
1.2 | 1.3
1.15 | 1.97
0 | 0.81
1.15 | 1.68
0 | 0.901
0 | 0.885
0 | 0.649
1.05 | 1.97
1.2 | 1.37
1.2 | 1.48
0 | 1.18
1.25 | 1.61
0 | 0.872
0 | 0.551
1.3 | 1.52
0 | 1.2
1.3 | 1.75
1.25 | 1.74
1.2 | 2.25
0 | 0.492
1.05 | 1.91
1.05 | 1.4
1.3 | 2.04
0 | 0.843
1.2 | 2.21
0.95 | 1.64
1.15 | 1.31
0 | 1.07
1 | 1.62
1.25 | 1.42
0 | 0.59
0 | 0.535
1.2 | 1.93
2.3 | 2.41
0 | 1.09
0 | 0.311
1.2 | 1.42
1.1 | 1.42
0 | 0.177
2.3 | 2.42
0 | 0.982
0 | 1.13
0 | 0.676
2.2 | 2.38
0 | 1.12
0 | 1.43
1.2 | 1.94
1.2 | 2.2
1.3 | 2.3
1.1 | 1.65
0 | 1.08
0 | 0.832
1.15 | 1.91
0 | 0.679
0 | 1.1
1.25 | 2.48
0 | 0.901
1.2 | 2.27
0 | 0.422
1.25 | 1.54
1.05 | 2.07
0 | 0.925
1.15 | 1.97
1.2 | 1.53
1.25 | 2.09
1.2 | 2
0 | 1.03
0 | 0.935
0 | 0.993
0 | 0.177
2.6 | 2.67
1.1 | 1.9
0 | 0.555
0 | 0.743
1.2 | 2.06
0 | 0.255
0 | 0.405
0 | 0.682
1.15 | 1.97
1.15 | 1.71
1.25 | 2.06
1.25 | 1.99
0 | 1.05
0 | 0.868
2.5 | 2.52
1.2 | 2.32
0 | 0.649
1.25 | 1.76
1.25 | 2.41
0 | 0.842
1.2 | 1.42
1.1 | 1.55
0 | 1.01
0 | 0.515
0 | 1.03
1.3 | 2.44
1.2 | 1.29
1.2 | 2.06
0 | 0.944
0 | 0.469
0 | 1.02
1.3 | 1.97
1.25 | 2.38
1.15 | 2.24
1.25 | 1.41
1.3 | 1.74
1.1 | 1.54
1.2 | 2.06
0 | 1.19
0 | 0.26
1.2 | 1.42
1.2 | 2.08
0 | 1.12
1.2 | 1.94
0 | 0.908
1.15 | 1.74
1.15 | 1.23
0 | 0.877
1.05 | 1.36
1.2 | 1.61
0 | 0.616
0 | 0.37
1.15 | 1.9
1.05 | 1.41
1.25 | 1.87
0 | 0.509
1.15 | 1.72
0 | 0.514
0 | 1.14
0 | 0.908
1.3 | 1.53
1.2 | 2.08
1.3 | 1.82
0 | 0.902
1.2 | 2.06
0 | 1.03
0 | 0.328
1.25 | 2.12
0 | 0.924
1.2 | 1.74
1.3 | 2.22
0 | 0.496
1.2 | 2.15
0 | 0.696
1.3 | 1.94
1.25 | 2.3
0 | 0.868
1.25 | 2.14
0 | 0.604
1.05 | 1.23
1.2 | 1.41
1.2 | 1.48
1.2 | 1.47
0 | 0.405
0 | 0.906
1.2 | 2.16
0 | 0.77
2.4 | 2.48
1.15 | 2
1.25 | 2.34
0 | 0.873
1.25 | 1.99
0 | 0.986
2.3 | 2.4
1.25 | 1.77
0 | 0.739
0 | 0.925
1.1 | 2.06
1.2 | 2.35
1.15 | 1.81
1.2 | 1.48
1.05 | 1.62
1.15 | 2.03
1.1 | 1.41
0 | 0.857
0 | 0.982
0 | 0.962
1.25 | 1.54
0 | 0.494
1.15 | 2.34
0 | 0.411
1.25 | 1.94
1.15 | 1.3
1.3 | 2.09
0 | 0.874
0 | 1.03
0 | 0.53
1.3 | 1.74
1.1 | 1.12
1.2 | 2.06
0 | 1.56
1.2 | 1.92
1.2 | 1.68
2.1 | 2.26
1.25 | 2.31
1.3 | 2.37
0 | 0.247
1.1 | 2
0 | 0.696
1.15 | 1.79
0 | 0.785
0 | 0.757
1.1 | 1.53
1.15 | 1.97
0 | 0.731
1.3 | 1.4
0 | 0.295
1.2 | 1.26
0 | 1.16
1.2 | 1.93
0 | 0.432
1.2 | 1.54
1.2 | 1.35
0 | 0.494
1.2 | 1.87
2.4 | 2.64
0 | 0.82
0 | 1.14
0 | 1.22
1.1 | 1.77
1.2 | 2.19
1.3 | 1.88
1.25 | 1.87
0 | 0.785
0 | 0.646
0 | 0.964
0 | 1.22
1.25 | 1.74
1.1 | 1.41
1.3 | 1.6
1.25 | 2.08
0 | 0.881
1.1 | 2.21
0 | 0.798
1.2 | 1.94
0 | 0.998
0 | 0.903
1.25 | 1.47
1.3 | 2.31
0 | 0.14
0 | 1.29
1.1 | 1.77
0 | 0.985
1.15 | 1.85
0 | 0.739
0 | 1.42
1.15 | 1.42
1.1 | 1.25
0 | 0.801
0 | 0.49
0 | 0.201
0 | 0.806
1.25 | 1.48
1.15 | 2.25
0 | 1.22
0 | 1.15
2.2 | 2.36
0 | 0.9
0 | 0.648
0 | 0.4
1.1 | 1.41
1.25 | 1.87
0 | 0.402
1.1 | 1.72
0 | 0.672
1.25 | 1.47
0 | 0.698
0 | 0.766
0 | 0.771
1.2 | 2.22
0 | 0.56
0 | 0.757
0 | 1.6
1.15 | 1.93
0 | 1.09
1.25 | 2.08
1.3 | 1.32
2.4 | 2.44
1.15 | 1.67
0 | 1.09
0 | 1.05
1.15 | 2.05
0 | 0.185
0 | 1.8
0 | 0.833
1.3 | 1.46
1.2 | 1.35
1.1 | 1.18
1.15 | 1.66
0 | 0.451
1.05 | 1.17
0 | 0.888
0 | 0.627
0 | 1.25
1.15 | 1.66
1.1 | 2.12
0 | 0.675
0 | 0.809
1 | 1.34
0 | 0.739
1 | 1.77
1.25 | 2.19
0 | 1.79
0 | 1.05
0 | 0.801
1.2 | 1.29
0 | 1.02
1.15 | 2.19
1.2 | 1.87
1.2 | 1.98
1.15 | 1.99
1.15 | 2.09
0 | 0.943
1.25 | 2.41
2.3 | 2.53
2.1 | 2.19
1.05 | 1.8
0 | 0.75
1.15 | 2.24
0 | 0.493
0 | 1.66
0 | 1.29
1.3 | 2.08
1.2 | 1.3
1.25 | 1.68
1.3 | 2.31
1.25 | 1.68
0 | 1.21
1.15 | 1.36
1.15 | 1.66
1.05 | 1.74
1.05 | 1.56
2.15 | 2.21
0 | 0.799
1.1 | 1.54
0 | 0.707
0 | 0.309
0 | 0.766
0 | 0.998
1.15 | 2.03
1.1 | 1.25
0 | 0.514
1.15 | 2.22
1.05 | 1.4
1.2 | 1.39
0 | 0.837
1.1 | 2.1
0 | 0.902
1.25 | 2.2
0 | 1.24
1.2 | 1.45
1.05 | 2.1
1.05 | 1.91
0 | 0.127
1.2 | 1.29
1.2 | 1.93
0 | 0.91
1.2 | 1.67
1.3 | 2.09
1.1 | 1.89
1.25 | 1.6
0 | 0.666
1.1 | 1.39
1.2 | 1.88
0 | 0.708
1.3 | 2.29
1.15 | 1.52
1.25 | 2
1.25 | 2.2
0 | 0.705
1.05 | 1.95
0 | 1.21
1.2 | 2.08
0 | 2.14
1.15 | 1.48
1.25 | 1.41
1.25 | 2.14
0 | 0.9
1.15 | 2.06
1.2 | 1.74
1.3 | 2.02
2.3 | 2.46
0 | 0.707
0 | 0.402
0 | 0.671
0 | 0.411
1.05 | 1.8
1.3 | 2.04
1.2 | 1.61
1.25 | 1.61
0 | 0.556
1.15 | 2.01
0 | 0.294
1.3 | 1.89
1.2 | 2.16
0 | 0.485
0 | 0.769
0 | 0.906
1.15 | 1.6
0 | 0.87
1 | 1.13
1.2 | 1.88
0 | 0.641
0 | 0.909
1.2 | 1.61
1.3 | 1.67
0 | 1.11
1 | 1.39
1.2 | 1.41
1.15 | 1.36
1.2 | 2.19
1.25 | 1.41
1.2 | 1.45
0 | 1.04
2.3 | 2.35
1.2 | 1.72
0 | 0.801
0 | 1.93
0.95 | 1.38
1.15 | 2.16
0 | 0.536
0 | 0.487
1.15 | 1.29
1.25 | 2.21
0 | 0.14
1.1 | 2
1.3 | 2.16
0 | 0.225
1.1 | 1.18
1.3 | 2.07
0 | 1.1
0 | 0.517
2.5 | 2.52
1.2 | 1.64
1.3 | 2.27
0 | 0.385
0 | 0.771
0 | 0.53
2 | 2.2
1.1 | 1.36
1.05 | 1.57
1.3 | 1.67
1.25 | 2.04
0 | 0.771
1.15 | 1.29
1.15 | 1.23
1.1 | 1.35
1.2 | 1.47
1.25 | 2.17
1.1 | 1.18
1.15 | 1.48
1.15 | 1.27
1.3 | 2.09
1.15 | 1.17
1.05 | 1.07
1.15 | 1.47
1.25 | 2.01
0 | 0.643
2.2 | 2.4
1.05 | 1.46
0 | 0.788
1.05 | 1.35
1.2 | 1.21
1.15 | 1.67
1.25 | 1.41
0 | 1.01
1.15 | 2.03
1.2 | 1.82
1.05 | 1.91
1.1 | 1.59
1.25 | 2.06
1.1 | 1.42
0 | 0.978
1.25 | 1.68
1.15 | 1.54
1.2 | 1.74
1.2 | 1.67
1.15 | 1.98
0 | 0.643
0 | 1.14
2.4 | 2.48
1.2 | 2.06
1 | 1.39
0 | 0.677
0 | 1
0 | 0.737
0 | 0.805
1.15 | 2.25
1.25 | 2.12
0 | 1.11
0 | 0.412
1.15 | 1.24
1.1 | 1.12
1.05 | 1.68
1.25 | 1.67
1 | 1.13
1.15 | 2.16
1.2 | 2.22
1.25 | 2.01
0 | 0.384
1.1 | 1.66
1.25 | 1.34
1.2 | 1.68
0 | 1.11
1.05 | 1.17
1.25 | 1.74
1.15 | 1.6
0 | 0.493
1.1 | 1.35
1.05 | 1.35
1.2 | 1.79
0 | 0.192
0 | 0.883
1.2 | 1.54
1.3 | 2
1.2 | 1.93
1.25 | 1.58
1.25 | 2.5
1.15 | 1.48
